date,number of rooms,security level of the community,residence space,building space,noise level,waterfront,view,air quality level,aboveground space ,basement space,building year,decoration year,district,city,zip code,region,exchange rate,total cost
2014/5/23 0:00,3,1.0,1500,3920,1.0,0,0,3,1000,500,1947,2012,128 NW 59th St,Seattle,WA 98107,USA,7.827932135,525248.1317138344
2014/5/23 0:00,3,2.5,2600,10092,1.0,0,0,3,2600,0,1984,0,22922 NE 14th St,Sammamish,WA 98074,USA,7.535011797,562775.2956182617
2014/5/23 0:00,4,2.75,2250,5700,1.0,0,0,3,1200,1050,1951,1994,2436 Dexter Ave N,Seattle,WA 98109,USA,7.948934884,553507.1590581298
2014/5/23 0:00,4,4.0,2290,6250,1.5,0,0,5,1690,600,1940,0,2319 41st Ave SW,Seattle,WA 98116,USA,7.33159085,611940.2725403977
2014/5/23 0:00,3,2.75,1800,9550,1.0,0,0,4,1320,480,1966,0,12115 SE 44th Pl,Bellevue,WA 98006,USA,7.739331702,582984.661752315
2014/5/23 0:00,4,2.0,1590,6750,1.0,0,0,3,1590,0,1951,1994,2333 12th Ave E,Seattle,WA 98102,USA,7.629298406,596283.9563057743
2014/5/23 0:00,4,2.5,2560,36601,2.0,0,0,4,2560,0,1987,0,26007 SE 27th St,Sammamish,WA 98075,USA,6.00736549,762357.4724768739
2014/5/23 0:00,3,2.5,2390,9157,2.0,0,0,3,2390,0,1984,0,14500-14526 NE 61st St,Redmond,WA 98052,USA,7.51376093,663695.557037171
2014/5/23 0:00,4,2.5,2380,9614,2.0,0,0,4,2380,0,1991,0,16810 SE 47th Way,Bellevue,WA 98006,USA,7.321544189,724674.5495330509
2014/5/23 0:00,4,2.75,3500,7200,2.0,0,0,3,3500,0,2005,0,8930-9034 236th Ave NE,Redmond,WA 98053,USA,6.711249356,797245.9861410721
2014/5/23 0:00,4,2.25,2530,9200,1.0,0,0,5,1570,960,1976,0,4632 141st Ct SE,Bellevue,WA 98006,USA,7.131716934,858126.6395859102
2014/5/23 0:00,4,2.0,2840,13367,1.0,0,0,3,1420,1420,1952,2008,9723 NE 15th St,Clyde Hill,WA 98004,USA,7.244415275,885049.2021666089
2014/5/23 0:00,5,3.25,3400,7452,2.0,0,0,3,3400,0,1999,0,15251 NE 6th St,Bellevue,WA 98007,USA,6.296567879,1023666.8977011046
2014/5/23 0:00,4,3.0,3680,5854,1.0,0,3,3,2060,1620,1967,2011,1414 Magnolia Blvd W,Seattle,WA 98199,USA,6.616966949,1004861.146539958
2014/5/23 0:00,3,4.0,4380,42769,2.0,0,0,5,4380,0,1983,0,17301 NE 131st St,Redmond,WA 98052,USA,6.032557012,1180937.2128094288
2014/5/23 0:00,4,3.5,4740,172497,2.0,0,0,3,4740,0,2003,0,19933 NE 85th St,Redmond,WA 98053,USA,7.821522699,1040947.6285010062
2014/5/23 0:00,4,3.0,3370,7920,1.0,0,3,3,1860,1510,1988,2000,3524 NW 67th St,Seattle,WA 98117,USA,7.974418117,1127342.342585667
2014/5/23 0:00,4,3.5,4390,11600,2.0,0,3,3,3060,1330,1990,2009,2758 68th Ave SE,Mercer Island,WA 98040,USA,7.401906422,1475778.6723664694
2014/5/24 0:00,2,1.0,720,7200,1.0,0,0,5,720,0,1943,0,3113 SE 6th St,Renton,WA 98058,USA,6.244470507,216220.2681632409
2014/5/24 0:00,3,1.75,1260,6908,1.0,0,0,3,1260,0,1994,0,23221 SE 242nd St,Maple Valley,WA 98038,USA,6.850612188,242647.40190849148
2014/5/24 0:00,4,1.5,2670,10026,2.0,0,0,3,2670,0,1996,0,1121 48th Ct SE,Auburn,WA 98092,USA,6.997628167,336447.6949764695
2014/5/24 0:00,4,1.75,1960,9300,1.0,0,0,5,1340,620,1979,0,16803 426th Pl SE,North Bend,WA 98045,USA,6.586427724,383205.6938136698
2014/5/24 0:00,3,2.5,2460,4399,2.0,0,0,3,2460,0,2007,0,34214 SE Carmichael St,Snoqualmie,WA 98065,USA,6.721273834,444665.3279061177
2014/5/24 0:00,3,1.0,1370,3000,1.5,0,0,3,1370,0,1924,2011,611 N 46th St,Seattle,WA 98103,USA,6.545550229,496510.34035428416
2014/5/24 0:00,3,2.5,1740,5782,2.0,0,0,4,1740,0,1989,0,3512 253rd Ct SE,Issaquah,WA 98029,USA,6.661389457,505904.192625961
2014/5/24 0:00,4,2.5,3670,7000,2.0,0,0,3,3670,0,2005,0,19454 SE 27th Pl,Sammamish,WA 98075,USA,7.916343913,702794.1588098214
2014/5/24 0:00,4,4.25,5584,68257,2.0,0,0,3,5584,0,1998,2006,29002 NE 3rd Way,Carnation,WA 98014,USA,7.704533524,1479455.39721484
2014/5/25 0:00,3,1.75,1570,8459,1.0,0,0,3,1570,0,1991,0,1168 Semanski St,Enumclaw,WA 98022,USA,7.089044176,186631.89798964077
2014/5/25 0:00,3,2.5,1560,4200,2.0,0,0,3,1560,0,2003,0,23620 SE 243rd Pl,Maple Valley,WA 98038,USA,6.24994398,320246.8269197669
2014/5/25 0:00,4,3.5,2630,3435,1.5,0,3,3,1640,990,1984,0,18641 48th Pl S,SeaTac,WA 98188,USA,7.735690115,285051.44113177725
2014/5/25 0:00,3,2.5,1620,7410,1.0,0,0,5,1620,0,1955,0,19584-19766 Meridian Ave N,Shoreline,WA 98133,USA,7.524871023,320357.643994011
2014/5/25 0:00,3,3.0,2980,28000,1.0,0,0,3,1820,1160,1981,2013,15017-15023 NE 144th St,Redmond,WA 98052,USA,7.148115862,640694.7031025991
2014/5/26 0:00,3,1.0,1140,8800,1.0,0,0,3,1140,0,1972,2002,4804 S 378th St,Auburn,WA 98001,USA,6.534407034,179110.8355484732
2014/5/26 0:00,3,1.0,1140,5000,1.0,0,0,3,1140,0,1960,2012,5403 23rd Ave SW,Seattle,WA 98106,USA,6.526659269,286917.5313979864
2014/5/26 0:00,4,2.5,2100,3916,2.0,0,0,3,2100,0,2009,0,11674 SE 189th Pl,Renton,WA 98058,USA,7.155884347,328058.828738343
2014/5/26 0:00,3,2.5,1780,4050,2.0,0,0,3,1780,0,2001,0,1743 NE 146th St,Shoreline,WA 98155,USA,7.196126429,348852.53497003316
2014/5/26 0:00,3,1.5,1690,9144,1.0,0,0,4,1140,550,1956,0,6601 NE 153rd Pl,Kenmore,WA 98028,USA,7.755012679,332416.7358672724
2014/5/26 0:00,2,1.5,2730,19877,1.0,0,0,4,1570,1160,1976,1992,19807 330th Ave NE,Duvall,WA 98019,USA,6.298963315,495481.7885019233
2014/5/26 0:00,4,2.5,2700,8810,2.0,0,0,3,2700,0,2004,2003,11659 168th Ct NE,Redmond,WA 98052,USA,6.022545615,777334.4883763965
2014/5/26 0:00,3,2.0,2130,35169,1.0,0,0,4,2130,0,1989,0,16704 162nd Ave NE,Woodinville,WA 98072,USA,7.919692933,753899.1835932286
2014/5/27 0:00,2,1.0,1180,9350,1.0,0,0,3,1180,0,1918,0,12662 60th Ave S,Seattle,WA 98178,USA,6.039673228,179740.3092424703
2014/5/27 0:00,3,1.0,910,5250,1.0,0,0,4,910,0,1971,0,1256 SW 146th St,Burien,WA 98166,USA,6.54046449,253116.3377911657
2014/5/27 0:00,3,1.0,960,8100,1.0,0,0,3,960,0,1955,2005,20234 20th Ave NE,Shoreline,WA 98155,USA,6.505208118,265960.9827982144
2014/5/27 0:00,3,2.0,1630,8018,1.0,0,0,3,1630,0,2003,0,311 Dereks Pl,Pacific,WA 98047,USA,6.594944723,267486.04672953195
2014/5/27 0:00,3,2.5,1658,2700,2.0,0,0,3,1658,0,2014,0,2150 S 262nd Ct,Des Moines,WA 98198,USA,6.028992568,296984.36471813975
2014/5/27 0:00,3,2.5,1440,7741,1.0,0,0,4,1000,440,1983,0,11009 SE 220th Pl,Kent,WA 98031,USA,6.470325431,277880.8979104451
2014/5/27 0:00,4,2.0,1930,6600,1.0,0,0,4,1030,900,1967,0,13436 Occidental Ave S,Burien,WA 98168,USA,7.282104033,249699.0321475819
2014/5/27 0:00,3,1.75,1670,7415,1.0,0,0,3,1320,350,1987,2000,16828 SE 251 St,Covington,WA 98042,USA,6.612528304,282114.3152486851
2014/5/27 0:00,3,1.0,1200,6250,1.0,0,0,3,920,280,1943,2002,10424 2nd Ave S,Seattle,WA 98168,USA,7.732405794,245687.09071672888
2014/5/27 0:00,3,2.5,1680,15711,1.0,0,0,3,1240,440,1994,0,20020 127th Pl SE,Kent,WA 98031,USA,7.465209113,256298.50610389968
2014/5/27 0:00,4,2.5,1982,6406,2.0,0,0,3,1982,0,2004,2003,26526 111th Pl SE,Kent,WA 98030,USA,6.066029908,316758.03907310416
2014/5/27 0:00,5,3.0,2840,7199,1.0,0,0,3,1710,1130,2003,0,10719 47th Ave S,Tukwila,WA 98178,USA,6.313290689,313863.1781760012
2014/5/27 0:00,5,1.0,1410,6400,1.0,0,0,5,960,450,1955,0,20208 1st Pl S,Des Moines,WA 98198,USA,6.450548336,311162.6487917758
2014/5/27 0:00,3,1.0,900,7500,1.0,0,0,4,900,0,1972,0,7725 NE 143rd St,Kirkland,WA 98034,USA,7.626916963,270435.38094115065
2014/5/27 0:00,4,1.0,2100,9288,1.0,0,0,4,1050,1050,1968,0,16423 126th Pl SE,Renton,WA 98058,USA,6.563261815,315296.43073647266
2014/5/27 0:00,3,1.5,1255,1374,3.0,0,0,3,1255,0,2004,2003,11716 16th Ave NE,Seattle,WA 98125,USA,6.92472366,305696.9396812939
2014/5/27 0:00,4,2.5,1630,4473,2.0,0,0,3,1630,0,2003,0,24506 SE 276th Ct,Maple Valley,WA 98038,USA,7.856155238,270230.5534104815
2014/5/27 0:00,3,1.75,1320,6205,1.0,0,0,5,1320,0,1948,1985,15345 Stone Ave N,Shoreline,WA 98133,USA,6.533499304,325040.4662370565
2014/5/27 0:00,3,1.75,1780,13095,1.0,0,0,4,1780,0,1983,0,26222 142nd Ave SE,Kent,WA 98042,USA,6.114127865,360651.5375289316
2014/5/27 0:00,2,1.0,880,7683,1.0,0,0,3,880,0,1942,1999,11709 3rd Ave NW,Seattle,WA 98177,USA,7.142739152,309759.7267939727
2014/5/27 0:00,3,1.0,1810,12375,2.0,0,0,3,1810,0,1970,2014,15717 126th Pl NE,Woodinville,WA 98072,USA,6.392556834,346535.34060271457
2014/5/27 0:00,4,2.5,1720,9600,1.0,0,0,3,1120,600,1961,2004,1915 Ginko St SE,Auburn,WA 98092,USA,6.482026482,343544.0827570411
2014/5/27 0:00,3,1.0,1600,5952,1.0,0,0,4,1150,450,1964,0,8127 22nd Ave SW,Seattle,WA 98106,USA,7.671921526,290958.2594715654
2014/5/27 0:00,4,2.0,2330,6250,1.0,0,0,4,1400,930,1941,1998,440 Scenic Way,Kent,WA 98030,USA,7.393825072,316538.04939136334
2014/5/27 0:00,2,1.5,1180,844,2.0,0,0,3,990,190,2005,0,323 25th Ave S,Seattle,WA 98144,USA,6.09368612,384129.76331535704
2014/5/27 0:00,4,2.25,1810,4970,2.0,0,0,3,1810,0,2003,0,1035 Duvall Pl NE,Renton,WA 98059,USA,6.94210626,346957.30841004825
2014/5/27 0:00,3,1.0,1570,9467,1.0,0,0,3,1570,0,1954,2005,19141 1st Ave NW,Shoreline,WA 98177,USA,7.533967284,324203.51178334723
2014/5/27 0:00,3,1.0,1050,9206,1.5,0,0,3,1050,0,1954,2005,10710 Lake City Way NE,Seattle,WA 98125,USA,7.255256181,336657.8092261197
2014/5/27 0:00,2,2.25,1280,835,2.0,0,0,3,1080,200,2009,0,3825 S Angeline St,Seattle,WA 98118,USA,6.340426516,395933.4502724123
2014/5/27 0:00,3,1.5,2000,7294,1.0,0,0,3,1520,480,1965,1993,5230 S Rose St,Seattle,WA 98118,USA,7.073732358,359684.38807878963
2014/5/27 0:00,3,1.75,1440,8775,1.0,0,0,3,1440,0,1973,2013,13607 128th Ave NE,Kirkland,WA 98034,USA,6.725139101,378328.3969260266
2014/5/27 0:00,5,2.0,2330,10750,1.0,0,0,4,1190,1140,1962,0,14323 73rd Ave NE,Kenmore,WA 98028,USA,6.781275514,389203.8751734358
2014/5/27 0:00,4,2.5,2870,9292,2.0,0,0,3,2540,330,1979,2014,16727 163rd Pl SE,Renton,WA 98058,USA,6.55849658,412769.4467732666
2014/5/27 0:00,3,3.0,1296,1051,3.0,0,0,3,1296,0,2009,0,12303 Sand Point Way NE,Seattle,WA 98125,USA,7.752708834,350018.638752198
2014/5/27 0:00,2,1.0,1470,6120,1.0,0,0,2,1470,0,1940,0,3825 NE 87th St,Seattle,WA 98115,USA,7.921153912,342618.2428110658
2014/5/27 0:00,3,1.75,1980,8100,1.0,0,0,4,1310,670,1949,1985,2317 N 147th St,Shoreline,WA 98133,USA,7.097482313,387159.25741666526
2014/5/27 0:00,2,1.0,910,6490,1.0,0,0,3,910,0,1942,1999,8221 21st Ave NE,Seattle,WA 98115,USA,7.462753495,368209.39941563
2014/5/27 0:00,3,2.25,1950,8868,1.0,0,0,3,1350,600,1964,2000,1531 NE 172nd St,Shoreline,WA 98155,USA,7.024155988,400860.15788352693
2014/5/27 0:00,5,1.5,1900,10226,1.0,0,0,3,1130,770,1961,2004,8605 NE 137th St,Kirkland,WA 98034,USA,6.092162104,462184.72685220506
2014/5/27 0:00,3,2.5,1870,5449,2.0,0,0,3,1870,0,2003,0,9032 NE 176th St,Bothell,WA 98011,USA,7.379252621,390764.8541172362
2014/5/27 0:00,3,1.0,1270,4000,1.5,0,2,3,1270,0,1928,1954,3824 35th Ave SW,Seattle,WA 98126,USA,7.093506535,416070.7902716659
2014/5/27 0:00,3,1.75,1650,12940,1.0,0,0,4,1650,0,1961,2001,18504 57th Ave NE,Kenmore,WA 98028,USA,7.596956042,391177.1165019286
2014/5/27 0:00,4,2.5,2520,8515,2.0,0,0,3,2520,0,1999,0,28312 NE 138th Pl,Duvall,WA 98019,USA,6.993825614,436552.67977076344
2014/5/27 0:00,4,3.25,2510,5311,2.0,0,0,3,2510,0,2009,0,3617 NE 12th St,Renton,WA 98056,USA,7.961571757,384170.5219834859
2014/5/27 0:00,3,2.0,1460,10311,1.0,0,0,4,1460,0,1975,0,8208 138th Ave NE,Redmond,WA 98052,USA,6.537449049,472736.3613935704
2014/5/27 0:00,3,2.5,2420,8252,2.0,0,0,3,2420,0,1998,2006,7000 Autumn Ave SE,Snoqualmie,WA 98065,USA,7.130913342,433488.420255931
2014/5/27 0:00,3,1.75,1840,4030,1.0,0,0,5,1050,790,1925,0,1626 S Bennett St,Seattle,WA 98108,USA,6.183087908,502024.16362356016
2014/5/27 0:00,3,3.5,1600,1431,2.0,0,0,3,1240,360,2006,0,7906 6th Ave NW,Seattle,WA 98117,USA,6.454857452,483515.1872577555
2014/5/27 0:00,3,2.0,1560,8640,1.0,0,0,5,1560,0,1967,0,14216-14228 117th Ave NE,Kirkland,WA 98034,USA,6.715297245,469814.7591008542
2014/5/27 0:00,2,1.0,1160,6000,1.0,0,0,4,860,300,1942,1982,3169 NE 85th St,Seattle,WA 98115,USA,7.189056141,441685.2760530215
2014/5/27 0:00,4,2.75,1720,6270,2.0,0,0,3,1720,0,1978,0,5149 S Graham St,Seattle,WA 98118,USA,6.588846017,491188.2450505879
2014/5/27 0:00,3,1.0,1150,4945,1.0,0,2,3,1150,0,1943,2002,4103 37th Ave SW,Seattle,WA 98126,USA,7.494733779,434534.2073133473
2014/5/27 0:00,3,2.5,1590,2550,3.0,0,0,3,1590,0,1985,0,6601-6699 28th Ave NW,Seattle,WA 98117,USA,7.454719151,444147.76340802625
2014/5/27 0:00,4,2.25,1940,9144,1.0,0,0,4,1430,510,1956,0,1805 154th Ave SE,Bellevue,WA 98007,USA,6.935097537,484274.4644102845
2014/5/27 0:00,3,2.5,1750,1548,3.0,0,0,3,1750,0,2013,1923,3933 S Brandon St,Seattle,WA 98118,USA,7.399654901,453871.2533925069
2014/5/27 0:00,3,3.5,1820,1501,2.0,0,0,3,1430,390,2014,0,729 Martin Luther King Jr Way S,Seattle,WA 98144,USA,6.323712602,536405.7105572203
2014/5/27 0:00,3,2.25,1760,4539,2.0,0,0,3,1760,0,1988,2000,3728 246th Ave SE,Issaquah,WA 98029,USA,7.890107205,429958.0100160361
2014/5/27 0:00,4,2.5,3200,6473,2.0,0,0,3,3200,0,2005,0,5201 NE 11th Ct,Renton,WA 98059,USA,6.872789634,508408.8737808148
2014/5/27 0:00,5,3.0,2750,3800,1.5,0,0,5,1750,1000,1926,0,7550 14th Avenue Northeast,Seattle,WA 98115,USA,7.707146592,462173.0609944899
2014/5/27 0:00,4,2.5,2340,5600,2.0,0,0,3,2340,0,1921,2013,10207 37th Ave SW,Seattle,WA 98146,USA,6.470284282,561008.3994657072
2014/5/27 0:00,4,4.25,1960,3565,2.0,0,0,3,1960,0,1940,2003,2113 41st Ave SW,Seattle,WA 98116,USA,6.446439749,568345.9582695618
2014/5/27 0:00,5,4.5,4850,40902,2.0,0,0,3,4850,0,2001,0,31617 6th Ave SW,Federal Way,WA 98023,USA,6.350037287,608974.9475402279
2014/5/27 0:00,3,1.75,1930,36210,1.0,0,0,3,1930,0,1977,2004,15816 NE 195th St,Woodinville,WA 98072,USA,7.625666926,507149.4599364175
2014/5/27 0:00,3,1.75,1850,7735,1.0,0,0,4,1850,0,1983,0,4640 193rd Ave SE,Issaquah,WA 98027,USA,7.832067101,506778.7669369633
2014/5/27 0:00,3,3.5,2710,3475,2.0,0,0,3,1650,1060,2005,0,Shangri-La Way NW,Issaquah,WA 98027,USA,7.926366907,536700.8871976708
2014/5/27 0:00,4,2.5,2740,12899,2.0,0,0,4,2740,0,1990,0,3148 234th Ct SE,Sammamish,WA 98075,USA,6.750063348,676945.5642045932
2014/5/27 0:00,3,2.5,2540,7680,2.0,0,1,4,2540,0,1940,2001,12037 6th Ave NW,Seattle,WA 98177,USA,7.096806517,645326.8748045415
2014/5/27 0:00,3,2.5,2810,7700,2.0,0,0,3,2810,0,2001,0,6231 Lake Washington Blvd SE,Bellevue,WA 98006,USA,7.031081823,661008.9860216199
2014/5/27 0:00,4,3.0,3000,4000,1.5,0,3,3,1970,1030,1913,2014,3220 19th Ave S,Seattle,WA 98144,USA,7.588853675,615107.7560435078
2014/5/27 0:00,2,2.5,2160,5581,1.0,0,0,3,2160,0,2002,0,23744 NE 116th Pl,Redmond,WA 98053,USA,6.818725042,711445.779651585
2014/5/27 0:00,3,1.5,2500,4774,1.5,0,2,3,1450,1050,1940,1996,4111 1st Ave NW,Seattle,WA 98107,USA,7.975603467,616756.0198159512
2014/5/27 0:00,3,2.5,2330,1987,2.0,0,4,3,1410,920,2004,2003,6123 37th Ave NW,Seattle,WA 98107,USA,6.652148736,746600.1518595428
2014/5/27 0:00,5,2.75,3390,5211,2.0,0,0,3,3390,0,2004,2003,Trossachs Blvd SE,Sammamish,WA 98075,USA,6.301528738,791371.4200484626
2014/5/27 0:00,2,2.0,1880,5400,1.5,0,0,3,1880,0,1902,0,516 16th Ave E,Seattle,WA 98112,USA,7.136924313,714662.9860800782
2014/5/27 0:00,3,2.5,2610,7256,2.0,0,0,3,2610,0,2014,0,12108 NE 106th Pl,Kirkland,WA 98033,USA,6.205856474,825382.7842881227
2014/5/27 0:00,4,2.5,3330,7399,2.0,0,0,3,3330,0,2009,0,14009 NE 85th Ct,Redmond,WA 98052,USA,6.155918917,837644.3151606391
2014/5/27 0:00,3,3.0,2520,2152,1.5,0,0,3,1560,960,1925,2006,1906 11th Ave W,Seattle,WA 98119,USA,6.664515867,794081.2479648042
2014/5/27 0:00,4,2.5,2680,7200,1.0,0,0,3,1380,1300,1952,2013,11540 NE 91st St,Kirkland,WA 98033,USA,6.52549683,831793.166158979
2014/5/27 0:00,4,2.5,1850,50662,1.0,0,0,3,1430,420,1978,0,5022 Private Rd,Redmond,WA 98052,USA,7.24211363,777591.8527902439
2014/5/27 0:00,4,3.0,3720,29043,2.0,0,0,3,3720,0,1991,0,10161 134th Pl NE,Kirkland,WA 98033,USA,7.909404997,735149.9836261423
2014/5/27 0:00,5,4.0,3720,15200,2.0,0,0,3,3720,0,2005,0,1414 235th Pl SE,Sammamish,WA 98075,USA,6.528786741,997648.82222825
2014/5/27 0:00,3,3.75,3250,5797,2.0,0,2,4,2370,880,1951,1999,3041 37th Ave W,Seattle,WA 98199,USA,6.51444597,1007656.3155855194
2014/5/27 0:00,5,3.0,3480,15185,2.0,0,0,4,3480,0,1964,0,3601-3733 Greenbrier Ln,Mercer Island,WA 98040,USA,7.977799128,824949.9132589794
2014/5/27 0:00,3,2.25,2510,6339,1.5,0,2,5,1810,700,1932,2002,3227 Whalley Pl W,Seattle,WA 98199,USA,7.230827194,932690.0543061706
2014/5/27 0:00,4,2.5,2920,7200,1.0,0,3,3,1470,1450,1921,2006,3438-3474 S Charles St,Seattle,WA 98144,USA,7.007174479,1016682.4140915872
2014/5/27 0:00,4,3.0,5940,11533,2.0,0,4,3,4950,990,2004,2003,6310 Fairway Pl SE,Snoqualmie,WA 98065,USA,6.607924807,1179760.5784538875
2014/5/27 0:00,3,3.25,3790,19000,2.0,0,4,3,3790,0,1985,0,17780 13th Ave NW,Seattle,WA 98177,USA,7.601940945,1428020.4774155414
2014/5/27 0:00,5,4.5,4590,14685,2.0,0,0,3,4590,0,2009,0,6402-6412 105th Ave NE,Kirkland,WA 98033,USA,7.925243743,1463937.1314838796
2014/5/28 0:00,2,1.0,780,6685,1.0,0,0,4,780,0,1948,0,311 L St SE,Auburn,WA 98002,USA,6.297798783,94266.68098842354
2014/5/28 0:00,2,1.0,720,4222,1.0,0,0,4,720,0,1942,1982,821 Edmonds Ave NE,Renton,WA 98056,USA,6.114156144,141108.4228087112
2014/5/28 0:00,3,1.0,820,7680,1.5,0,0,3,820,0,1910,2006,8408 20th Ave SW,Seattle,WA 98106,USA,7.068608379,143978.04824105484
2014/5/28 0:00,2,1.0,740,9003,1.0,0,0,3,740,0,1949,1998,20206-20212 108th Ave SE,Kent,WA 98031,USA,7.35431612,145303.87897420552
2014/5/28 0:00,3,1.0,1100,10125,1.0,0,0,3,1100,0,1969,2010,17458 SE 262nd St,Covington,WA 98042,USA,7.621599139,150000.51357485907
2014/5/28 0:00,2,1.0,830,2699,1.0,0,0,3,830,0,1996,0,22775 SE 242nd Pl,Maple Valley,WA 98038,USA,6.041156143,196542.70626594356
2014/5/28 0:00,3,1.5,1430,8960,1.0,0,0,4,1430,0,1953,1983,14219-14231 11th Ave SW,Burien,WA 98166,USA,7.488661552,161859.33857111112
2014/5/28 0:00,2,2.0,1390,1302,2.0,0,0,3,1390,0,1986,0,312 S 328th Ln,Federal Way,WA 98003,USA,7.964863915,159252.42477116146
2014/5/28 0:00,2,2.0,1700,3171,1.0,0,0,5,850,850,1927,0,508 D St SE,Auburn,WA 98002,USA,6.152549843,208422.98301029173
2014/5/28 0:00,2,1.5,880,1157,2.0,0,0,3,880,0,2007,0,9413 34th Ave SW,Seattle,WA 98126,USA,7.389550565,192814.732164422
2014/5/28 0:00,2,1.0,1320,8865,1.0,0,0,4,1320,0,1943,0,2496-2598 S 121st St,Burien,WA 98168,USA,7.695115157,189566.8006840877
2014/5/28 0:00,3,1.75,1210,8075,1.0,0,0,4,1210,0,1983,0,127 Chicago Blvd S,Pacific,WA 98047,USA,6.003541906,242979.6249894564
2014/5/28 0:00,3,1.5,1560,7300,1.0,0,0,4,1040,520,1964,0,4205 S 288th Pl,Auburn,WA 98001,USA,7.048526779,215619.7848254739
2014/5/28 0:00,3,2.0,2030,24829,1.0,0,0,4,1220,810,1979,0,36721 34th Ave S,Auburn,WA 98001,USA,7.187884745,212383.29640596575
2014/5/28 0:00,3,2.5,1680,6755,2.0,0,0,3,1680,0,1994,0,30410 128th Pl SE,Auburn,WA 98092,USA,6.803266499,224390.24795055104
2014/5/28 0:00,4,2.25,1830,9485,1.0,0,0,4,1200,630,1989,0,4235 SW 337th Pl,Federal Way,WA 98023,USA,7.006363148,228537.9374285931
2014/5/28 0:00,3,1.75,1310,9645,1.0,0,0,3,1310,0,1979,2014,21860 Military Rd S,SeaTac,WA 98198,USA,7.404168083,221757.3590208319
2014/5/28 0:00,3,2.5,2060,4030,2.0,0,0,3,2060,0,1999,0,921 4th Ave N,Kent,WA 98032,USA,7.874270089,210771.42016873113
2014/5/28 0:00,3,1.75,1300,7958,1.0,0,0,3,1300,0,1996,0,11022 SE 319th Ct,Auburn,WA 98092,USA,6.585370175,252523.65276891243
2014/5/28 0:00,3,2.0,1400,8640,1.0,0,0,5,1400,0,1968,0,1033 S 316th St,Federal Way,WA 98003,USA,7.571500194,227072.01657118293
2014/5/28 0:00,3,2.0,1480,7480,1.0,0,0,4,1480,0,1992,0,21438 SE 277th St,Maple Valley,WA 98038,USA,6.394333013,269511.5676979988
2014/5/28 0:00,2,1.0,1060,8187,1.0,0,0,4,1060,0,1952,0,16708 N Park Ave N,Shoreline,WA 98133,USA,7.440546449,231615.6113826044
2014/5/28 0:00,3,1.5,1430,9600,1.0,0,0,4,1430,0,1966,0,14217 SE 144th St,Renton,WA 98059,USA,7.214227101,250355.52808565297
2014/5/28 0:00,3,2.5,2495,4400,2.0,0,0,3,2495,0,2007,0,35039 41st Pl S,Federal Way,WA 98001,USA,6.654792634,272217.2724381537
2014/5/28 0:00,3,1.75,1300,4127,1.0,0,0,4,650,650,1918,1953,1309 SW Webster St,Seattle,WA 98106,USA,7.165944128,255640.28345520873
2014/5/28 0:00,4,1.0,1450,6250,1.0,0,0,3,990,460,1964,2000,10020 18th Ave SW,Seattle,WA 98146,USA,7.536971895,249357.1452720466
2014/5/28 0:00,3,1.0,1180,5002,1.5,0,0,3,1180,0,1946,0,17022 5th Ave NE,Shoreline,WA 98155,USA,7.707777715,248680.5845676858
2014/5/28 0:00,2,1.0,800,6240,1.0,0,0,3,800,0,1954,2005,13332 30th Ave NE,Seattle,WA 98125,USA,6.650396989,290761.05310227047
2014/5/28 0:00,3,1.0,1390,9624,1.5,0,0,4,1390,0,1954,1979,2544 NE 203rd St,Shoreline,WA 98155,USA,6.432871954,315358.9968201746
2014/5/28 0:00,3,1.0,1160,11776,1.0,0,0,3,1160,0,1968,1997,15803 197th Pl NE,Woodinville,WA 98077,USA,6.765113396,305888.88952614844
2014/5/28 0:00,3,2.5,1680,11193,2.0,0,0,3,1680,0,1984,0,16084 SE 172nd Pl,Renton,WA 98058,USA,7.790996576,266481.67960445903
2014/5/28 0:00,3,1.0,1430,19901,1.5,0,0,4,1430,0,1927,0,8308 NE 176th Pl,Kenmore,WA 98028,USA,6.961316713,302140.70966758387
2014/5/28 0:00,2,2.5,1050,1609,2.0,0,0,3,1050,0,2005,0,1505 S Plum St,Seattle,WA 98144,USA,6.779191713,325270.2842511911
2014/5/28 0:00,3,2.75,1720,28000,1.0,0,0,4,1720,0,1958,1972,18401 124th Ave SE,Renton,WA 98058,USA,6.186905822,357505.7563502195
2014/5/28 0:00,4,2.0,1480,3132,1.0,0,0,5,740,740,1910,0,5840 16th Ave S,Seattle,WA 98108,USA,7.687726859,295655.3937292018
2014/5/28 0:00,3,2.25,2180,7741,2.0,0,0,3,2180,0,1986,0,4315 201st Ave NE,Sammamish,WA 98074,USA,6.673652412,347443.2540347154
2014/5/28 0:00,2,1.0,1080,4000,1.0,0,0,3,1080,0,1940,1996,8351 Jones Ave NW,Seattle,WA 98117,USA,6.232335872,375584.0916338068
2014/5/28 0:00,3,2.5,2400,9701,1.0,0,0,3,2400,0,1990,2009,4621 SW 327th Pl,Federal Way,WA 98023,USA,6.257952341,384888.5980642468
2014/5/28 0:00,2,1.0,1270,3200,1.0,0,0,4,960,310,1920,0,4038 Linden Ave N,Seattle,WA 98103,USA,7.126138341,337997.1574134667
2014/5/28 0:00,4,2.5,3753,7204,2.0,0,0,3,3336,417,2008,0,33415 41st Ave SW,Federal Way,WA 98023,USA,7.371081305,334129.1512022463
